game,outcome,end_reason,n_moves,loss,moves
2077,W,value_resign,22,3.402603,c2c3 b8c6 e2e3 e7e5 d2d3 a7a5 g2g3 g7g5 b1a3 f8c5 d1e2 b7b5 g1f3 c8b7 e1d2 a8b8 h2h4 d8c8 h4g5 c6d4 a3b5 e8f8
2078,W,material_resign,13,3.668168,d2d4 e7e5 c1f4 d8g5 e1d2 b7b5 e2e4 e8d8 f1d3 b8c6 f4g5 f7f6 d1c1
2079,B,value_resign,54,3.617793,g1f3 a7a6 f3e5 g8h6 a2a4 f7f6 c2c4 a6a5 a1a2 h6g4 b1a3 h8g8 h1g1 b7b5 d2d3 b8c6 g2g3 c8b7 f1g2 a8b8 g2f1 g8h8 c1g5 b8c8 d1c2 h8g8 g5h6 g7g5 a2a1 g8h8 f2f3 c6e5 f1h3 h8g8 g1g2 d7d6 a1b1 d6d5 e1d1 d8d7 b1a1 c8b8 a1b1 f8g7 d1e1 b7c8 d3d4 c8b7 b1a1 g7f8 a1b1 e5g6 e1d1 f8g7
2080,B,value_resign,113,3.549284,g1f3 a7a6 c2c3 c7c6 b2b3 a8a7 h1g1 b7b5 b1a3 c8b7 c1b2 d8b6 d2d3 f7f6 e1d2 g8h6 d1e1 c6c5 a1b1 e8d8 b1a1 a6a5 a1b1 h6g4 h2h3 h7h5 d2c1 g7g5 c1d2 e7e6 f3g5 f6f5 d3d4 h8h7 a3b5 h7h8 e2e3 h8g8 f2f4 g8g5 e1d1 d8e8 e3e4 d7d5 f1e2 e8d8 e2d3 b7c8 d1e1 d8e8 e1d1 e8d8 g1e1 a7a6 b5d6 d8d7 e4d5 a5a4 c3c4 f8g7 e1e4 d7d6 d1e2 g7f8 e2e1 c8d7 b1a1 f8g7 e1e2 g7f8 e2d1 f8g7 d2e1 b6a5 b2c3 d7c6 d1e2 g7f8 e1d2 f8g7 b3b4 g7f8 a1g1 f8g7 a2a3 c6b7 d2d1 g7h8 g1f1 d6c7 f1e1 a5b5 e2c2 b7c8 e4e2 b5c4 c2b2 b8c6 g2g3 c4b4 d1d2 c8d7 e1d1 d7c8 d1a1 c8b7 d2d1 a6b6 b2c2 b7a8 d1e1 c5d4 e1d1
2081,B,value_resign,17,3.642325,d2d3 g7g6 c1f4 e7e6 b2b3 b7b6 e1d2 b6b5 d2e1 d8f6 c2c3 a7a6 f4e3 g8e7 d3d4 e6e5 e1d2
2082,B,material_resign,110,3.671322,b2b3 h7h5 g2g4 g7g5 e2e3 b8c6 f2f4 c6d4 f1g2 b7b5 g2f3 a8b8 f3e4 f7f6 a2a3 h5g4 e4d3 d7d5 f4f5 c8b7 a3a4 b8a8 h2h4 d8d7 c2c3 f8g7 b1a3 d4b3 d3b1 a8c8 d1e2 d7d8 d2d3 g7f8 c1d2 d8d7 a3c2 c8d8 e1f1 h8h7 f1g2 e7e5 c2b4 d8c8 g1h3 a7a6 g2f1 h7h8 f1g2 e8d8 a1a2 f8h6 h1h2 d7e8 g2h1 b7a8 e3e4 e8e7 h2f2 h8h7 d2f4 e7f8 e2d1 d8d7 f4d2 c8d8 h1g1 d8c8 d2e3 h7f7 b4c2 c8b8 h3g5 h6g5 f2h2 f8c5 a4b5 d7d8 g1h1 d8c8 e3f2 g8e7 h2g2 c5d4 d1e1 e7g8 g2g1 g8e7 e1d1 c8b7 d1e1 c7c6 h1h2 b8c8 f2g3 c8b8 e1d1 b8c8 d1c1 d4f2 g1g2 c8d8 c1d2 d8e8 d2c1 e8h8 c1d2 f2d2 c2e1 h8g8
2083,W,value_resign,40,3.531346,c2c4 e7e5 b1c3 d8g5 f2f3 b8a6 c3d5 f7f6 e2e4 g5f5 h2h4 g8h6 d5e3 h8g8 b2b3 b7b5 d2d3 c8b7 d1c2 b7d5 c1d2 f5g5 e3f5 b5b4 c4d5 a6b8 c2c4 h6f7 d2e3 a7a6 d3d4 d7d6 a2a4 g8h8 a1b1 b8d7 e1e2 g5g2 f1g2 h7h5
2084,B,value_resign,35,3.585586,h2h3 f7f5 g1f3 b7b6 h1h2 b6b5 a2a4 h7h6 a1a3 h8h7 e2e3 e7e6 d1e2 f8d6 g2g3 a7a6 a3d3 d6c5 c2c3 a8a7 c3c4 c5b6 h3h4 e8f8 b1c3 f8e7 e3e4 f5e4 f3d4 g7g5 f2f3 h7h8 f3f4 e4d3 e2h5
2085,B,value_resign,23,3.679178,b2b4 f7f6 c1a3 b7b5 b1c3 d7d5 e2e3 b8c6 d2d3 e7e5 a1c1 c6d4 c1a1 g7g5 d1g4 a7a6 a3c1 h7h6 a2a4 f6f5 e3e4 c8b7 g2g3
2086,W,material_resign,39,3.618059,d2d3 g7g5 e2e4 b7b5 d1e2 c7c6 c2c3 e7e6 e1d2 f8g7 d3d4 g7f8 g2g4 f8c5 h2h3 d8b6 c3c4 e8d8 d4c5 h7h5 e2d3 f7f6 d2e1 h8h7 f1e2 h7h6 c4b5 f6f5 e1f1 c8b7 g1f3 b7c8 b5c6 g8e7 h1g1 e7g6 e4f5 d8e8 a2a3
2087,W,value_resign,56,3.568298,g2g4 b7b5 g1f3 e7e5 c2c4 e8e7 b2b3 g8h6 h1g1 f7f6 g1g2 c8b7 e2e4 b7e4 d2d3 c7c5 c1d2 a7a6 d1e2 d7d6 h2h3 h8g8 d2e3 g7g5 e2d1 d8d7 d1e2 g8h8 e1d2 h6g8 d2c3 h7h6 b1d2 d7g4 e2d1 f8g7 d1e2 h8h7 c4b5 g7f8 g2g3 f8g7 e3g5 g4f3 b5b6 g7f8 c3c4 b8d7 d3e4 a8b8 h3h4 b8a8 a1b1 a8b8 e2f3 b8a8
2088,B,value_resign,12,3.443848,c2c4 h7h5 f2f3 g7g5 b2b3 f7f6 c4c5 d7d5 e2e4 d5d4 f1e2 b8c6
2089,B,value_resign,11,3.651592,f2f3 h7h5 g2g3 e7e6 d2d3 d8h4 f3f4 c7c5 e2e3 d7d5 g1e2
2090,B,material_resign,70,3.599794,f2f3 e7e5 b1c3 g7g5 e1f2 e5e4 c3d5 b7b5 d2d4 a7a5 c1f4 f8e7 d1c1 d7d6 e2e3 c7c6 a1b1 c8h3 c2c3 d8c8 f4e5 f7f5 e5h8 g8f6 c1d2 e8d7 b2b3 e7d8 h8g7 d7e6 b1c1 c8d7 d2e2 h3g4 c3c4 b8a6 e2d1 f6d5 f2e1 a8a7 d1c2 d8e7 e1f2 e7d8 c2c3 d8e7 c1d1 e7d8 d1e1 b5c4 c3b2 d8c7 b3c4 d7e8 f1e2 e8d8 e1d1 d8g8 d1e1 g8h8 e1f1 e4f3 h2h3 h7h6 e2f3 a6c5 b2b5 c6b5 g2g3 h8g8
2091,B,material_resign,92,3.696864,g1f3 e7e6 f3d4 d7d6 d2d3 c7c6 h2h4 h7h6 g2g3 h8h7 b1d2 d8e7 d4e6 a7a6 h1h2 g7g5 h2h3 b7b5 b2b3 e7e6 a1b1 h7h8 c1b2 c8d7 b2c1 f7f6 c2c3 e8d8 c3c4 c6c5 f2f3 d7c8 d1c2 h8h7 b1a1 f8g7 d2b1 g7f8 e1d1 f6f5 c1d2 c8b7 a2a4 f8g7 d2e3 d8e8 b1a3 e8f8 e3f2 f8e8 a4a5 h6h5 a1c1 g7f8 a3b1 b5c4 d1e1 e8f7 e1d1 a8a7 d3d4 b7c8 b1c3 c8d7 d1e1 d7c8 c2d3 h7h8 c1d1 c8d7 d1a1 d7c8 d4c5 e6e5 f2d4 a7b7 e2e3 f8e7 d3e4 e7f8 f1e2 e5d5 e1d1 d5e6 h4g5 e6e5 d1e1 b8c6 e1d1 e5e4 d4g7 f8g7
2092,B,value_resign,25,3.563698,g2g3 h7h5 f2f3 e7e6 d2d3 d8f6 c1h6 h8h7 e1d2 d7d5 b2b3 g7g5 b1a3 b8c6 a1b1 c6d4 d1c1 a7a6 e2e3 g5g4 b1a1 f6f5 g1h3 a8a7 a1b1
2093,B,material_resign,110,3.435367,d2d4 h7h5 e1d2 g7g5 c2c3 a7a6 d1a4 f8h6 e2e3 a8a7 b2b3 b7b5 c1b2 b8c6 g2g3 c6d4 d2d1 e7e6 g1f3 d4b3 f3d4 e8f8 d4b5 f8e7 b2a3 c7c5 f1c4 e6e5 h1e1 d8e8 e1e2 f7f6 b5c7 e8d8 d1e1 d8e8 e1d1 e8f8 d1e1 f8e8 e1f1 f6f5 f1e1 e8f8 g3g4 f8g7 e1f1 e7d8 f1e1 b3c1 e1d1 h5h4 c4b3 a6a5 h2h3 g7f6 c7b5 h8h7 b3e6 d8e8 d1c2 e8f8 e3e4 f5f4 e2e1 h7h8 e1d1 h8h7 d1e1 g8e7 e6g8 f6f5 e1f1 f5e6 a3b2 c1a2 f1e1 c8b7 e1f1 h7h8 a4b4 e7g8 f1e1 d7d5 e1f1 b7c8 f1e1 c8d7 e1d1 d7c8 d1e1 f8f7 b5d6 f7f8 b2c1 c8b7 c1b2 e6e7 b2a3 e7g7 e1d1 h8h7 d1g1 b7c8 c2d2 c8b7 f2f3 a2b4 d2e1 b4c2
2094,B,value_resign,14,3.331634,g2g3 h7h5 d2d4 e7e5 c1h6 d8g5 f2f3 b7b5 h2h4 c8b7 b1a3 b7d5 f1g2 f7f6
2095,B,material_resign,36,3.301229,e2e4 h7h5 g1f3 e7e6 h1g1 e8e7 b2b3 c7c5 c2c4 b8c6 d2d4 g7g5 d1d3 c6d4 b1c3 b7b5 c1d2 f7f6 f1e2 d7d5 g2g3 d4b3 g1g2 d8b6 e2f1 b6c6 e1d1 d5c4 f3g5 c6d7 f2f3 f6g5 f1e2 d7d3 a2a3 c8b7
2096,W,material_resign,127,3.328462,g1f3 g8h6 f3e5 h6g4 a2a3 g4h2 f2f3 h8g8 e5f7 g8h8 c2c4 c7c6 f7g5 d7d5 g5h7 g7g6 b1c3 b7b6 b2b3 c8f5 e2e4 d8d7 b3b4 f8g7 g2g3 g7d4 f1e2 b6b5 d1a4 h2f1 h7f6 e8d8 a1b1 b5c4 b1a1 h8g8 h1g1 g8h8 e1d1 f1d2 d1c2 d7e6 a1b1 e6f7 f6g8 a7a5 g1f1 f7e8 f1e1 g6g5 g8f6 d4f2 e1f1 d8c7 e2d1 c7b6 d1e2 b8a6 e2d1 h8g8 a4b5 b6c7 f1g1 a6b4 c2d2 b4d3 g1g2 e8d7 e4d5 a5a4 b1a1 g8g7 g3g4 c6c5 g2g3 d7d6 d1e2 a8a7 d2d1 d6d7 a1b1 d7c6 b1a1 f2g3 a1a2 g3f4 c1d2 a7a5 d2f4 c7c8 b5c4 c8d8 e2f1 c6b7 f1e2 d8c8 e2d3 g7g6 d1e2 a5a7 e2e1 b7b3 e1e2 c8d8 e2e1 e7e6 e1f1 d8e7 c3b5 e7d8 f1e1 b3c3 e1f2 d8c8 f6g8 c8b7 f2g2 b7c8 f4e5 c8d7 d5d6 d7c8 c4b4 c8d8 g4f5 d8d7 a2f2
2097,B,material_resign,42,3.645979,g1f3 e7e6 f3d4 f8d6 d4e6 d6a3 d2d3 a3e7 a2a4 e7f6 b1c3 g8h6 g2g3 h8g8 h1g1 b7b5 a4a5 b8a6 b2b4 d7d6 c1f4 f6e5 a1b1 g8f8 e1d2 f7f6 f2f3 c8e6 d1e1 d8c8 e1d1 c8d7 d2e1 f6f5 b1c1 a6b4 f1g2 g7g6 g2f1 e5c3 d1d2 a8b8
2098,B,value_resign,19,3.585819,h2h4 h7h5 b1a3 h8h7 b2b4 g8h6 c2c4 b8c6 f2f3 b7b5 f3f4 f7f6 g2g3 e7e6 a1b1 d7d5 f1g2 c6a5 e2e4
2099,B,value_resign,30,3.698810,e2e3 h7h6 f2f4 e7e5 d2d4 d8f6 b1c3 b7b5 e1d2 e5d4 g2g4 f6g6 f1e2 d7d6 a2a4 a7a6 d1f1 b8c6 e2b5 a8b8 b2b4 e8d8 e3d4 a6a5 d2e1 c6d4 g4g5 f7f6 a1b1 c8b7
2100,W,material_resign,39,3.674471,b1c3 g7g5 f2f3 h7h5 e2e4 b7b5 f1c4 b8c6 b2b4 f8g7 a2a3 c8b7 e1f1 a8b8 f1e2 a7a6 g2g3 h8h6 a1b1 d8c8 b1a1 c6d4 e2f2 g8f6 g1h3 e8d8 c4b5 b7c6 d1e2 c6e4 c1b2 c7c6 f2e1 c8c7 e1f2 c7g3 f2g3 d8e8 a1b1
2101,W,material_resign,45,3.492679,b1c3 b8c6 f2f3 e7e6 e2e4 h7h5 b2b4 c6b8 h2h4 f8c5 c1b2 h8h6 d2d4 d7d5 e1e2 b7b5 d1e1 d8e7 e4e5 c8d7 c3a4 e7h4 e1b1 e8f8 d4c5 b8c6 b2c1 a7a6 c1f4 a8b8 b1c1 c6d4 e2e3 g8e7 g2g3 b5a4 h1h2 g7g6 a1b1 d7e8 h2h3 b8b7 h3h4 b7b6 f1g2
2102,W,material_resign,73,3.583931,h2h4 g7g5 h1h2 b7b5 g1f3 h7h5 e2e3 b5b4 d2d3 h8h7 b1a3 g8h6 e1d2 a7a6 a1b1 e7e6 d1e2 f7f6 c2c3 h7h8 g2g3 e6e5 h2h3 h8g8 f3e5 f8g7 d3d4 d7d6 d2e1 d6e5 h4g5 e8e7 a3b5 g8h8 g3g4 d8d7 h3h4 d7g4 c3c4 e7f8 c1d2 b8d7 h4h2 e5e4 e1d1 a8a7 d1c2 h8h7 e2d1 f8g8 g5h6 c8b7 f1e2 h7h8 h2h3 b7c8 e2f1 g4h4 d2c3 d7e5 f1g2 c8b7 d1e2 h8h7 c3e1 g8f7 g2f1 h7h8 b5c7 g7f8 h3h4 f8g7 f2f3
2103,B,value_resign,13,3.580159,b2b3 g8h6 c2c3 b7b5 f2f3 b8a6 a2a4 f7f5 d2d4 a6c5 g2g3 c8b7 f3f4
2104,W,value_resign,60,3.539677,e2e3 g7g5 g2g3 h7h6 e1e2 b7b5 f2f3 h8h7 c2c3 e7e6 f1g2 f7f5 e2f1 h6h5 g1e2 g8e7 e2g1 e8f7 b2b3 h7g7 d1e2 e7g8 c3c4 d8e7 c1b2 d7d6 e3e4 e7f6 e2d1 d6d5 b1c3 g8e7 h2h4 f6c3 d2d4 g7g6 d1e1 c8b7 g1h3 a7a6 e1d1 b5b4 h1g1 a8a7 g3g4 a6a5 e4f5 b7c8 a1b1 f7e8 d1e2 b8a6 e2e1 f8g7 e1d1 c8b7 d1c2 c3c4 c2c4 a5a4
2105,B,material_resign,42,3.904343,d2d3 b8c6 d1d2 c6b4 d2e3 c7c5 e1d2 b7b5 f2f3 e7e5 b1c3 c5c4 b2b3 f7f5 a1b1 d8e7 e3f2 e7d8 c1b2 a7a6 c3a4 c8b7 d2e3 b7c6 d3d4 f8d6 b2c1 a8b8 c1b2 b8c8 h2h4 d6e7 b1a1 g8h6 f3f4 e7f6 f2f3 h8g8 d4e5 c6f3 e3f2 g8h8
2106,W,material_resign,23,3.515676,d2d3 a7a5 b1c3 h7h5 g2g3 b7b5 h2h3 e7e6 d1d2 h8h6 h3h4 c7c5 b2b4 f7f6 a2a3 d7d6 f2f3 b8c6 d2h6 g7g6 h6h5 c6a7 c1e3
2107,W,value_resign,36,3.615825,d2d3 b7b5 e1d2 e7e6 d3d4 d7d5 d2e3 c7c5 b2b3 b8c6 h2h4 c6d4 f2f4 c8d7 h1h3 d4b3 g2g3 h7h5 c1d2 d8f6 c2b3 b5b4 f1g2 a8b8 e3f3 g7g6 e2e3 b8a8 e3e4 d7c6 b1c3 f8g7 d1c2 f6e5 f4e5 a8b8
2108,B,value_resign,15,3.789491,d2d4 h7h6 e2e4 b7b5 b2b4 c7c6 c1g5 h6h5 c2c3 d7d5 g1e2 c8d7 b1a3 g7g6 a1b1
2109,W,material_resign,95,3.706035,b1a3 e7e6 c2c4 d8f6 e2e3 h7h5 d2d4 h8h7 e1d2 b7b5 f1d3 f6h6 a3c2 f8d6 f2f4 e8d8 b2b3 d6c5 b3b4 h7h8 g1h3 g7g6 d1e2 a7a5 e2d1 h6f8 g2g4 d7d6 h3g5 f7f6 g5h7 f8g7 b4c5 b5c4 d2e1 d8d7 e1f2 d7c6 c5d6 h5g4 d3e4 c6d7 f2e1 c7d6 h2h3 g8e7 c1d2 h8d8 h1h2 d8e8 a1b1 e8f8 b1a1 f8e8 a2a4 e8d8 h7f8 g7f8 e1e2 e7f5 a1a2 f8e8 h2h1 g4h3 e4a8 f5h4 d2c1 b8c6 h1g1 c6e5 a8h1 e8h8 g1f1 h8h5 h1f3 g6g5 d1e1 d7e8 e1d2 e8f7 d4e5 d8e8 d2e1 f7g8 c1d2 g8h7 e1a1 c8d7 d2c1 e8d8 c2a3 d8f8 f3h5 f6f5 a3c4
2110,B,value_resign,27,3.743400,e2e3 b8a6 e1e2 a6b8 d2d4 b8c6 c2c3 a8b8 c3c4 b7b5 e2f3 e7e5 d1c2 b8b7 c2c3 c6d4 f3e4 d7d5 e4e5 f8c5 b1a3 h7h5 g1h3 b7b6 a1b1 e8e7 b1a1
2111,B,value_resign,11,3.746957,g1f3 e7e6 c2c3 d8g5 d1a4 e8d8 f3e5 g5g2 b2b3 f8e7 h2h4
2112,B,material_resign,36,3.481775,g1f3 h7h5 d2d3 h5h4 e1d2 e7e6 b1c3 h8h6 f3e5 g7g5 f2f3 d8f6 b2b4 b7b5 c3e4 f6e5 a1b1 h6h5 h1g1 e5f6 c1b2 a7a6 b2c1 b8c6 h2h3 c6e5 c2c3 f6f5 d1c2 e5f3 d2d1 f7f6 c1g5 h5g5 g1h1 a6a5
2113,W,material_resign,53,3.800992,e2e3 b7b5 d1h5 e7e5 d2d4 f8e7 g1h3 c7c6 b1a3 b5b4 a3b5 g8h6 g2g3 c6c5 h5f5 c8b7 b5a3 e8f8 f1g2 h8g8 a3b1 d8a5 f2f3 b7f3 e1d2 g8h8 b1c3 f8e8 a1b1 f7f6 d2e1 h8g8 d4c5 e8f8 e1d2 g8h8 d2e1 b8c6 e1d2 a8b8 f5f4 f8e8 b1a1 e8d8 h1g1 b8b5 g2f3 d8e8 a1b1 e8f8 c3b5 h8g8 f3g2
2114,B,value_resign,31,3.881736,d2d3 e7e6 d3d4 h7h5 b1c3 d7d5 a2a4 b8c6 e2e4 b7b6 d1h5 a7a6 h2h4 c6a7 c1d2 d8h4 f1b5 c7c6 b2b3 c8b7 e1d1 e8d8 g2g3 a8c8 a1b1 h8h6 f2f3 g7g5 d2e3 h6h5 d1e1
2115,B,material_resign,34,3.682150,c2c4 b8a6 g1h3 h7h5 e2e3 a6b8 a2a4 d7d6 f1d3 c7c5 b1c3 b7b6 d1f3 a7a6 d3e2 h8h7 h1g1 c8f5 a4a5 d8d7 a5b6 d6d5 d2d4 b8c6 f3f5 d7d8 a1b1 d8b6 g2g3 c6d4 f5c8 a8c8 e1d1 g7g5
2116,B,value_resign,71,3.806194,b1a3 g7g5 b2b4 b8c6 e2e4 b7b6 h2h4 e7e5 a3b5 g8e7 g1h3 f8h6 d2d4 f7f6 b5c3 c6d4 g2g3 e8f8 c1d2 f8g8 h1h2 c8b7 a1c1 a8b8 f2f3 g8f8 f1g2 f8g8 e1f1 b7c8 c3d5 a7a6 d1e1 c8b7 e1d1 f6f5 d1e1 d4b5 e1e2 b7c8 h3g1 c8b7 c2c3 g8f8 h2h3 h8g8 d2e3 g8h8 e3f2 a6a5 g2h1 f8g8 f1g2 b8c8 d5f6 g8f8 c1d1 g5g4 d1e1 f5e4 e1f1 h6e3 e2d1 e7g6 d1e1 f8e7 e1d1 c7c6 d1d2 g4h3 g1h3
2117,B,value_resign,31,3.415890,a2a3 g7g5 c2c4 b8c6 g2g4 a8b8 b2b3 e7e5 h2h4 b7b6 a1a2 c6d4 h1h3 h7h6 e2e4 h8h7 f1d3 a7a6 d1e2 f8c5 a2a1 c8b7 c1b2 h6h5 b2c1 h7h8 h3h1 h8h7 c1b2 h7h8 a3a4
2118,W,value_resign,13,3.704320,e2e3 e7e6 d2d4 d7d5 d1h5 b7b5 b1c3 b8a6 e1e2 f8c5 g1f3 e6e5 c3b5
2119,W,material_resign,43,3.631756,g2g4 e7e6 c2c4 h7h5 b1c3 h8h7 b2b3 d7d5 c3d5 f7f6 g4g5 b8c6 g5g6 c6d4 f2f3 e6d5 f1g2 b7b5 e1f2 h7h8 g2f1 c8b7 d1c2 d4f3 f2f3 d8e7 d2d3 e7e6 c1d2 e6f5 d2f4 d5c4 f3e3 b7c6 c2b1 h8h7 f4g5 h7h6 d3d4 f8e7 b1f5 a7a5 b3b4
2120,W,value_resign,44,3.552354,b1c3 h7h5 a2a3 b8c6 g1f3 g7g5 h1g1 a8b8 a1b1 c6e5 d2d4 b7b5 c1f4 c8b7 e1d2 c7c6 d2e1 d8a5 h2h3 g8f6 b1c1 b7a8 c1b1 e8d8 b2b4 h8h7 f3e5 d8e8 g2g4 a7a6 b1b3 f8g7 c3b5 g7h8 f1g2 h7g7 g2f1 c6b5 d1d2 g7g6 b3d3 e8d8 d2d1 f6g8
2121,W,value_resign,102,3.572149,e2e3 d7d5 d2d4 h7h6 h2h4 f7f6 d1e2 e7e5 f2f3 a7a6 e2f2 h8h7 e1e2 c7c6 b2b3 e8d7 c2c3 d7e8 c1b2 g8e7 b2c1 a6a5 b1a3 c8d7 g2g4 g7g5 a3c4 e7f5 e2d1 d7c8 d1e2 e5e4 a2a3 a8a6 e2d1 d8d7 d1e2 f8c5 a1b1 e8d8 f1g2 d8e8 f2g3 e8d8 c4d6 a5a4 g3f2 b7b6 e2f1 d7d6 g1e2 c8d7 d4c5 g5h4 g2h3 h7f7 h3g2 d6e7 c1b2 f5e3 f1e1 e7e5 h1g1 e5f5 b1c1 h6h5 g2f1 e3d1 f1g2 h4h3 g2f1 d7e8 e2g3 d8d7 f2d4 f5e5 d4e4 d7e7 f1g2 h3g2 g1f1 e8d7 f1f2 d7e8 g3h5 e7f8 e4e3 f8e7 e3e4 e7d8 e1e2 d5d4 e2d1 d8d7 e4d3 d7c8 d3h7 e5f4 d1c2 f4f3 f2f3 e8d7
2122,W,value_resign,45,3.499932,d2d4 c7c6 c1f4 c6c5 b2b4 b7b6 e1d2 e7e6 c2c4 e8e7 f2f3 d7d6 g1h3 d8d7 a2a4 e6e5 e2e3 e5e4 b1a3 b6b5 f4h6 d6d5 a1b1 e7f6 h6g7 f6f5 h3f4 f5g5 d2e1 f8g7 f1e2 b5a4 h2h3 g7f6 e1d2 g5f5 b1a1 d7e8 d2c3 e8e7 f4g6 c8d7 a1b1 g8h6 g6h8
2123,W,material_resign,39,3.658680,d2d4 g7g6 g1f3 g6g5 e1d2 b8c6 c2c3 a8b8 f3e5 a7a6 f2f4 e7e6 g2g4 f8d6 d2e1 c6d4 b2b4 d4b3 f4g5 f7f5 d1c2 h7h5 e2e4 d8e7 f1d3 h8h7 c1f4 c7c6 c2c1 d6c5 e4f5 e7g5 e5f3 a6a5 e1d1 c5e3 f3g5 b7b5 c1d2
2124,B,value_resign,19,3.690405,g1f3 h7h5 f3e5 f7f6 e2e3 d7d5 e1e2 f6f5 e5f7 c7c6 d2d4 a7a5 f2f3 e8d7 e3e4 h8h7 c2c4 g8f6 d1e1
2125,B,value_resign,24,3.628944,g1f3 h7h6 c2c4 b7b5 h2h3 c7c5 b1c3 b5c4 d2d4 b8c6 h1g1 e7e6 c1e3 c6e5 c3d5 d7d6 d5f6 d8f6 f3g5 h8h7 d1c2 g7g6 d4c5 e8e7
2126,W,value_resign,20,3.542545,e2e3 e7e6 d1h5 d8f6 h5c5 g7g6 f1b5 f8g7 g2g3 e8d8 g1h3 c7c6 f2f3 g7f8 h1g1 b8a6 c5f8 d8c7 e1e2 g6g5
2127,B,value_resign,10,3.658560,e2e3 e7e5 g1e2 g7g5 d2d4 b8c6 e1d2 a8b8 b2b3 d7d5
2128,B,value_resign,14,3.668842,f2f3 a7a6 e1f2 g7g5 a2a4 h7h5 e2e4 b8c6 a1a2 b7b5 c2c3 c8b7 d2d3 a8b8
2129,W,material_resign,73,3.545071,d2d3 e7e6 f2f4 d8e7 d3d4 d7d6 e2e3 b8c6 b2b4 h7h5 g1h3 h5h4 c2c3 e7f6 f1e2 g7g6 c1d2 c6b4 b1a3 a8b8 e2f1 b7b5 f1e2 b4a2 a1b1 c8b7 b1a1 g8h6 e2d3 a7a6 a1b1 b7e4 b1a1 b8d8 a3b1 h8g8 d2c1 d6d5 d1c2 a2c3 c2f2 d8d7 c1d2 c7c6 f2f3 f8g7 d2c1 g7h8 h1g1 f6f4 d3b5 c3e2 c1d2 f4g3 e1f1 f7f5 f3h5 e4g2 f1e2 g2e4 e2f1 g3h2 g1g2 e4c2 f1e1 c2d1 e1d1 e8d8 d2e1 d8c8 g2h2 h8e5 e1d2
2130,B,material_resign,34,3.621918,d2d3 h7h5 e1d2 h8h7 e2e3 d7d5 b2b3 e7e6 f2f3 g7g5 f3f4 d5d4 a2a4 a7a6 c2c3 a8a7 d1g4 d8f6 a1a2 e8e7 d2c2 c7c5 b3b4 e6e5 a2b2 c8d7 h2h3 d7c8 c1d2 d4e3 g1f3 c8g4 h1g1 b7b5
2131,B,value_resign,22,3.659921,c2c3 h7h6 b1a3 d7d6 e2e3 g7g6 f1e2 c8f5 g1f3 b7b6 d2d4 h8h7 e1f1 f8g7 g2g3 f5e4 f3g5 e8d7 a3c4 d6d5 b2b4 d8f8
2132,W,material_resign,21,3.591393,h2h4 g7g5 h1h3 h7h5 h3e3 b7b5 g1f3 b5b4 g2g3 c7c5 d2d4 d7d6 c2c3 f7f6 d1a4 d8d7 d4c5 f8g7 a4d7 e8f8 f3e5
2133,B,value_resign,8,3.655449,c2c4 f7f6 h2h4 g8h6 d2d3 h8g8 d1d2 d7d6
2134,B,material_resign,26,3.873294,e2e3 g8h6 d2d4 d7d5 e1d2 e7e5 d1g4 b8c6 g4h5 e8d7 c2c3 f7f6 g1e2 c6a5 d2c2 h8g8 c2d1 d8e8 e2f4 d7d8 f1d3 g7g5 f2f3 e8h5 d3f1 a7a6
2135,W,material_resign,29,3.695049,d2d4 h7h5 c1e3 b7b6 h2h4 h8h7 h1h2 d7d6 f2f3 e7e6 e3f4 d8d7 d1d2 a7a5 c2c3 f7f6 g2g4 g8h6 b2b3 d6d5 h2g2 d7d6 d2b2 g7g6 g2g3 e8e7 f4d6 e7f7 b2c1
2136,W,material_resign,117,3.601643,d2d4 d7d5 e1d2 e7e5 e2e3 b8c6 f1d3 a7a6 b1c3 e8e7 d1f1 g7g5 d3b5 h7h5 d2e2 c6d4 e2e1 f7f6 c3b1 a8a7 c1d2 e7e6 g2g3 f8e7 g1f3 d4f3 e1e2 f3g1 f1g1 c7c5 g3g4 d5d4 c2c4 e7f8 e2d1 g8h6 d2e1 f8e7 f2f4 h8g8 g1g2 b7b6 e1d2 a7b7 d2e1 g8g7 g2g3 c8d7 e1d2 d7c8 d1c2 c8d7 c2c1 g7g6 b5d7 e6d7 b1a3 d7d6 h1g1 d8d7 a1b1 d7e8 g3h4 h5g4 b1a1 e8f8 g1f1 f8e8 f1g1 e8c8 h4h6 d4e3 g1h1 c8d8 f4e5 d6e5 h6g6 d8d7 h2h4 d7f5 b2b3 e7d6 d2e1 f5d7 h1g1 d6e7 e1d2 d7b5 d2e1 e7d8 e1d2 d8e7 g1h1 e7d8 c1d1 b5c6 h1h2 e5d6 d1e1 b7f7 b3b4 f7e7 a3c2 c6d5 h2h1 b6b5 h1g1 e7e6 e1f1 b5c4 g6f5 c5b4 c2b4 d5d3 b4d3 d6d7 a1d1
